# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-F" "GTF" "-O" "-p" "-T" "6" "-a" "genomic.gtf" "-s" "2" "-o" "dimA_2_light_T1.featureCounts.txt" "dimA_2_light_T1.bam" 
Geneid	Chr	Start	End	Strand	Length	dimA_2_light_T1.bam
gene-PA14_05740	CP000438.1	506831	508108	-	1278	750
gene-PA14_05750	CP000438.1	508105	509472	-	1368	735
gene-PA14_05770	CP000438.1	509567	511006	-	1440	3208
gene-PA14_05775	CP000438.1	511113	511229	-	117	2
gene-PA14_05790	CP000438.1	511622	513112	+	1491	434
gene-PA14_05810	CP000438.1	513171	514454	+	1284	2241
gene-PA14_05820	CP000438.1	514655	515878	-	1224	5206
gene-PA14_05840	CP000438.1	515998	517179	-	1182	16528
gene-PA14_05850	CP000438.1	517400	518308	+	909	497
gene-PA14_05860	CP000438.1	518460	518864	+	405	1143
gene-PA14_05870	CP000438.1	518907	520529	-	1623	49
gene-PA14_05880	CP000438.1	520909	522240	+	1332	882
gene-PA14_05890	CP000438.1	522237	523031	+	795	191
gene-PA14_05910	CP000438.1	523139	523870	+	732	351
gene-PA14_05920	CP000438.1	523867	526068	-	2202	1010
gene-PA14_05950	CP000438.1	526330	527706	-	1377	2233
gene-PA14_05960	CP000438.1	528054	528263	+	210	8974
gene-PA14_05970	CP000438.1	528414	528938	+	525	1341
gene-PA14_05990	CP000438.1	529041	530474	-	1434	1762
gene-PA14_06000	CP000438.1	531095	533647	+	2553	44654
gene-PA14_06010	CP000438.1	533749	534327	+	579	10343
gene-PA14_06030	CP000438.1	534444	535331	-	888	1182
gene-PA14_06040	CP000438.1	535279	535983	+	705	4905
gene-PA14_06060	CP000438.1	536068	536757	+	690	1111
gene-PA14_06070	CP000438.1	536757	538181	+	1425	900
gene-PA14_06080	CP000438.1	538283	539641	+	1359	242
gene-PA14_06090	CP000438.1	539691	539993	+	303	59
gene-PA14_06120	CP000438.1	540138	540758	-	621	1463
gene-PA14_06130	CP000438.1	540777	541727	-	951	1694
gene-PA14_06150	CP000438.1	541813	542670	+	858	2409
gene-PA14_06160	CP000438.1	542843	545236	-	2394	154
gene-PA14_06170	CP000438.1	545340	546311	-	972	128
gene-PA14_06180	CP000438.1	546308	546826	-	519	94
gene-PA14_06190	CP000438.1	546995	547744	+	750	837
gene-PA14_06200	CP000438.1	547884	548288	+	405	36
gene-PA14_06210	CP000438.1	548338	548907	+	570	515
gene-PA14_06230	CP000438.1	548941	550668	-	1728	38
gene-PA14_06240	CP000438.1	551016	551942	-	927	468
gene-PA14_06250	CP000438.1	552030	552506	+	477	498
gene-PA14_06260	CP000438.1	552585	553523	-	939	677
gene-PA14_06270	CP000438.1	553627	554424	+	798	87
gene-PA14_06280	CP000438.1	554467	554910	+	444	457
gene-PA14_06290	CP000438.1	554958	557135	-	2178	15035
gene-PA14_06300	CP000438.1	557442	557885	+	444	829
gene-PA14_06310	CP000438.1	557917	558432	+	516	3808
gene-PA14_06320	CP000438.1	559121	560017	-	897	618
gene-PA14_06330	CP000438.1	560220	561194	-	975	1372
gene-PA14_06340	CP000438.1	561256	562014	-	759	607
gene-PA14_06350	CP000438.1	562082	562402	-	321	131
gene-PA14_06360	CP000438.1	562444	563169	-	726	570
gene-PA14_06390	CP000438.1	563308	563601	-	294	1044
gene-PA14_06400	CP000438.1	563655	564581	-	927	291
gene-PA14_06420	CP000438.1	564699	565457	+	759	142
gene-PA14_06430	CP000438.1	565534	565782	+	249	106
gene-PA14_06450	CP000438.1	565793	567169	+	1377	369
gene-PA14_06460	CP000438.1	567171	568049	+	879	390
gene-PA14_06480	CP000438.1	568039	569016	+	978	386
gene-PA14_06500	CP000438.1	569617	570675	+	1059	2348
gene-PA14_06510	CP000438.1	570781	571986	+	1206	894
gene-PA14_06530	CP000438.1	571979	572701	+	723	1006
gene-PA14_06540	CP000438.1	572694	573518	+	825	635
gene-PA14_06570	CP000438.1	573522	574208	+	687	443
gene-PA14_06580	CP000438.1	574317	574547	+	231	4622
gene-PA14_06600	CP000438.1	574888	576693	+	1806	15739
gene-PA14_06620	CP000438.1	576906	578702	+	1797	581
gene-PA14_06640	CP000438.1	578977	580755	+	1779	2460
gene-PA14_06650	CP000438.1	581088	582569	-	1482	956
gene-PA14_06660	CP000438.1	582560	583399	-	840	815
gene-PA14_06670	CP000438.1	583410	584573	-	1164	843
gene-PA14_06680	CP000438.1	584567	585082	-	516	559
gene-PA14_06690	CP000438.1	585057	585500	-	444	428
gene-PA14_06700	CP000438.1	585493	586017	-	525	532
gene-PA14_06710	CP000438.1	586014	586466	-	453	598
gene-PA14_06720	CP000438.1	586475	587653	-	1179	1629
gene-PA14_06730	CP000438.1	587650	588009	-	360	772
gene-PA14_06740	CP000438.1	588006	588320	-	315	1162
gene-PA14_06750	CP000438.1	588371	590077	-	1707	8173
gene-PA14_06770	CP000438.1	590293	591075	+	783	752
gene-PA14_06790	CP000438.1	591110	591637	+	528	152
gene-PA14_06800	CP000438.1	591645	591902	+	258	83
gene-PA14_06810	CP000438.1	591992	592432	+	441	92
gene-PA14_06830	CP000438.1	592432	593829	+	1398	374
gene-PA14_06840	CP000438.1	593831	595669	+	1839	134
gene-PA14_06860	CP000438.1	595676	595870	-	195	1037
gene-PA14_06870	CP000438.1	595954	596637	-	684	9115
gene-PA14_06875	CP000438.1	596840	596963	+	124	176
gene-PA14_06880	CP000438.1	596990	597868	-	879	392
gene-PA14_06890	CP000438.1	597970	598671	+	702	1155
gene-PA14_06900	CP000438.1	598668	598904	+	237	297
gene-PA14_06920	CP000438.1	598897	600078	+	1182	495
gene-PA14_06930	CP000438.1	600078	600794	+	717	263
gene-PA14_06940	CP000438.1	600869	601375	-	507	2277
gene-PA14_06950	CP000438.1	601418	602908	+	1491	863
gene-PA14_06960	CP000438.1	603247	604536	+	1290	3170
gene-PA14_06970	CP000438.1	604554	605108	+	555	937
gene-PA14_06980	CP000438.1	605219	606244	-	1026	6462
gene-PA14_06990	CP000438.1	606248	606856	-	609	7057
gene-PA14_07000	CP000438.1	606944	607453	-	510	710
gene-PA14_07010	CP000438.1	607682	608512	+	831	101
gene-PA14_07020	CP000438.1	608582	608968	+	387	706
gene-PA14_07030	CP000438.1	609082	609540	+	459	1578
gene-PA14_07040	CP000438.1	609732	610151	-	420	8036
gene-PA14_07050	CP000438.1	610401	611369	+	969	409
gene-PA14_07060	CP000438.1	611373	612116	-	744	541
gene-PA14_07070	CP000438.1	612321	613625	+	1305	1754
gene-PA14_07090	CP000438.1	613682	614872	-	1191	22852
gene-PA14_07110	CP000438.1	614888	615889	-	1002	5463
gene-PA14_07130	CP000438.1	616135	618132	+	1998	19933
gene-PA14_07140	CP000438.1	618132	619196	+	1065	3353
gene-PA14_07150	CP000438.1	619177	619974	-	798	426
gene-PA14_07170	CP000438.1	620189	621250	+	1062	1329
gene-PA14_07190	CP000438.1	621256	622419	+	1164	6928
gene-PA14_07200	CP000438.1	622492	622692	+	201	2072
gene-PA14_07210	CP000438.1	622852	623193	+	342	2564
gene-PA14_07230	CP000438.1	623313	624377	+	1065	13954
gene-PA14_07240	CP000438.1	624443	624925	+	483	914
gene-PA14_07250	CP000438.1	624927	625583	-	657	167
gene-PA14_07260	CP000438.1	625582	626349	+	768	1775
gene-PA14_07280	CP000438.1	626346	627524	-	1179	391
gene-PA14_07290	CP000438.1	627637	628125	+	489	516
gene-PA14_07300	CP000438.1	628151	629305	+	1155	1314
gene-PA14_07310	CP000438.1	629307	629981	-	675	885
gene-PA14_07330	CP000438.1	630110	630463	-	354	741
gene-PA14_07340	CP000438.1	630641	631552	-	912	291
gene-PA14_07355	CP000438.1	631670	632008	+	339	1423
gene-PA14_07360	CP000438.1	631998	632513	-	516	451
gene-PA14_07370	CP000438.1	632701	632859	+	159	2035
gene-PA14_07380	CP000438.1	632869	633327	-	459	1481
gene-PA14_07400	CP000438.1	633343	633813	-	471	560
gene-PA14_07410	CP000438.1	633827	634174	-	348	352
gene-PA14_07420	CP000438.1	634164	634778	-	615	1123
gene-PA14_07430	CP000438.1	634969	637740	-	2772	32314
gene-PA14_07440	CP000438.1	638309	638644	-	336	67
gene-PA14_07450	CP000438.1	638737	639858	-	1122	715
gene-PA14_07460	CP000438.1	640117	640278	-	162	293
gene-PA14_07470	CP000438.1	640410	640483	-	74	292
gene-PA14_07480	CP000438.1	640581	642266	-	1686	11030
gene-PA14_07500	CP000438.1	643347	647084	-	3738	2091
gene-PA14_07520	CP000438.1	647191	649044	-	1854	23401
gene-PA14_07530	CP000438.1	649124	651118	-	1995	2221
gene-PA14_07550	CP000438.1	651201	651650	-	450	1507
gene-PA14_07560	CP000438.1	651720	651935	-	216	2905
gene-PA14_07570	CP000438.1	652136	653161	+	1026	1320
gene-PA14_07580	CP000438.1	653240	653809	-	570	575
gene-PA14_07590	CP000438.1	653893	654246	+	354	565
gene-PA14_07600	CP000438.1	654237	654779	+	543	864
gene-PA14_07620	CP000438.1	654752	655984	-	1233	1451
gene-PA14_07630	CP000438.1	656028	656534	-	507	1073
gene-PA14_07650	CP000438.1	656629	658182	-	1554	21139
gene-PA14_07660	CP000438.1	658179	659450	-	1272	12713
gene-PA14_07680	CP000438.1	659551	661473	-	1923	44956
gene-PA14_07690	CP000438.1	661752	662084	-	333	743
gene-PA14_07700	CP000438.1	662128	662979	-	852	3471
gene-PA14_07710	CP000438.1	662979	663359	-	381	1693
gene-PA14_07730	CP000438.1	663396	664202	-	807	1233
gene-PA14_07740	CP000438.1	664318	665304	-	987	4073
gene-PA14_07760	CP000438.1	665301	666593	-	1293	13575
gene-PA14_07770	CP000438.1	666574	669348	-	2775	27387
gene-PA14_07780	CP000438.1	669475	670491	+	1017	2203
gene-PA14_07790	CP000438.1	670488	671162	+	675	895
gene-PA14_07800	CP000438.1	671164	671922	+	759	1507
gene-PA14_07810	CP000438.1	671923	672984	-	1062	1467
gene-PA14_07820	CP000438.1	673136	675529	+	2394	1463
gene-PA14_07840	CP000438.1	675575	676207	+	633	771
gene-PA14_07850	CP000438.1	676336	677370	+	1035	1393
gene-PA14_07860	CP000438.1	677604	678713	+	1110	1934
gene-PA14_07870	CP000438.1	678769	679815	+	1047	5407
gene-PA14_07890	CP000438.1	679930	681177	+	1248	1447
gene-PA14_07900	CP000438.1	681283	682113	+	831	912
gene-PA14_07910	CP000438.1	682237	682911	+	675	1880
gene-PA14_07930	CP000438.1	682911	683729	+	819	2628
gene-PA14_07940	CP000438.1	683802	685280	+	1479	3423
gene-PA14_07950	CP000438.1	685467	685781	-	315	229
gene-PA14_07960	CP000438.1	685881	686651	-	771	724
gene-PA14_07970	CP000438.1	687109	687309	+	201	119
gene-PA14_07980	CP000438.1	687357	687716	+	360	292
gene-PA14_07990	CP000438.1	688080	688529	+	450	143
gene-PA14_08000	CP000438.1	688551	689066	+	516	967
gene-PA14_08010	CP000438.1	689063	689620	+	558	707
gene-PA14_08020	CP000438.1	689773	690099	+	327	857
gene-PA14_08030	CP000438.1	690096	690983	+	888	1825
gene-PA14_08040	CP000438.1	690976	691509	+	534	930
gene-PA14_08050	CP000438.1	691511	693586	+	2076	4283
gene-PA14_08060	CP000438.1	693583	694041	+	459	805
gene-PA14_08070	CP000438.1	694084	695244	+	1161	3464
gene-PA14_08090	CP000438.1	695257	695760	+	504	2003
gene-PA14_08100	CP000438.1	695775	696119	+	345	1145
gene-PA14_08110	CP000438.1	696088	696198	+	111	270
gene-PA14_08120	CP000438.1	696289	698526	+	2238	5441
gene-PA14_08130	CP000438.1	698536	699408	+	873	1262
gene-PA14_08140	CP000438.1	699383	699589	+	207	411
gene-PA14_08150	CP000438.1	699647	700636	+	990	1487
gene-PA14_08160	CP000438.1	700669	701298	+	630	436
gene-PA14_08180	CP000438.1	701295	701657	+	363	337
gene-PA14_08190	CP000438.1	701654	701911	+	258	201
gene-PA14_08200	CP000438.1	701926	702213	+	288	223
gene-PA14_08210	CP000438.1	702227	702721	+	495	1417
gene-PA14_08220	CP000438.1	702733	703080	+	348	1237
gene-PA14_08230	CP000438.1	703110	703364	+	255	695
gene-PA14_08240	CP000438.1	703411	705246	+	1836	2823
gene-PA14_08250	CP000438.1	705239	705580	+	342	677
gene-PA14_08260	CP000438.1	705588	706283	+	696	698
gene-PA14_08270	CP000438.1	706286	707056	+	771	1010
gene-PA14_08280	CP000438.1	707111	707713	+	603	1019
gene-PA14_08300	CP000438.1	707772	711431	+	3660	2959
gene-PA14_08310	CP000438.1	712461	713513	+	1053	4216
gene-PA14_08320	CP000438.1	713513	713815	+	303	2977
gene-PA14_08330	CP000438.1	713812	714042	+	231	756
gene-PA14_08340	CP000438.1	714461	715066	+	606	1300
gene-PA14_08350	CP000438.1	715068	716117	+	1050	1788
gene-PA14_08360	CP000438.1	716114	716950	+	837	1394
gene-PA14_08370	CP000438.1	717012	717656	-	645	11094
gene-PA14_08380	CP000438.1	717928	718350	+	423	1660
gene-PA14_08390	CP000438.1	718670	719464	+	795	1463
gene-PA14_08400	CP000438.1	719519	720166	-	648	3820
gene-PA14_08420	CP000438.1	720266	720604	-	339	1572
gene-PA14_08430	CP000438.1	720683	722164	+	1482	1438
gene-PA14_08440	CP000438.1	722204	723004	-	801	1904
gene-PA14_08450	CP000438.1	723065	724147	-	1083	4505
gene-PA14_08460	CP000438.1	724269	725237	-	969	5116
gene-PA14_08470	CP000438.1	725254	725676	-	423	1849
gene-PA14_08480	CP000438.1	725967	727001	+	1035	2821
gene-PA14_08490	CP000438.1	727001	727720	+	720	1908
gene-PA14_08500	CP000438.1	727721	728143	+	423	1491
gene-PA14_08510	CP000438.1	728221	728571	+	351	1415
gene-PA14_08520	CP000438.1	728625	729716	-	1092	4290
gene-PA14_08540	CP000438.1	729719	731062	-	1344	8030
gene-PA14_08560	CP000438.1	731347	732546	+	1200	4985
gene-PA14_08570	CP000438.1	733095	734620	+	1526	9291
gene-PA14_08580	CP000438.1	734686	734759	+	74	1015
gene-PA14_08590	CP000438.1	734791	734863	+	73	896
gene-PA14_08600	CP000438.1	735093	737983	+	2891	49445
gene-PA14_08610	CP000438.1	738120	738251	+	132	69
gene-PA14_08620	CP000438.1	738405	739343	+	939	3428
gene-PA14_08630	CP000438.1	739340	740086	+	747	2109
gene-PA14_08640	CP000438.1	740095	740799	+	705	2448
gene-PA14_08650	CP000438.1	740947	741028	+	82	1243
gene-PA14_08660	CP000438.1	741058	741128	+	71	1788
gene-PA14_08670	CP000438.1	741151	741223	+	73	1424
gene-PA14_08680	CP000438.1	741311	742504	+	1194	83153
gene-PA14_08690	CP000438.1	742560	742632	+	73	1388
gene-PA14_08695	CP000438.1	742681	743049	+	369	7428
gene-PA14_08710	CP000438.1	743059	743592	+	534	14569
gene-PA14_08720	CP000438.1	743709	744140	+	432	26353
gene-PA14_08730	CP000438.1	744140	744835	+	696	37188
gene-PA14_08740	CP000438.1	745034	745534	+	501	23620
gene-PA14_08750	CP000438.1	745613	745981	+	369	27355
gene-PA14_08760	CP000438.1	746203	750276	+	4074	134071
gene-PA14_08780	CP000438.1	750342	754541	+	4200	167349
gene-PA14_08790	CP000438.1	754693	755064	+	372	17313
gene-PA14_08810	CP000438.1	755164	755634	+	471	34365
gene-PA14_08820	CP000438.1	755665	757785	+	2121	166953
gene-PA14_08830	CP000438.1	757816	759009	+	1194	143189
gene-PA14_08840	CP000438.1	759165	759476	+	312	6930
gene-PA14_08850	CP000438.1	759559	760194	+	636	38858
gene-PA14_08860	CP000438.1	760208	760810	+	603	39844
gene-PA14_08870	CP000438.1	760807	761106	+	300	14944
gene-PA14_08880	CP000438.1	761118	761939	+	822	43415
gene-PA14_08890	CP000438.1	761956	762231	+	276	29646
gene-PA14_08900	CP000438.1	762244	762576	+	333	34643
gene-PA14_08910	CP000438.1	762589	763275	+	687	55426
gene-PA14_08920	CP000438.1	763287	763700	+	414	64431
gene-PA14_08930	CP000438.1	763700	763891	+	192	23051
gene-PA14_08940	CP000438.1	763894	764160	+	267	19810
gene-PA14_08950	CP000438.1	764184	764552	+	369	42571
gene-PA14_08960	CP000438.1	764565	764879	+	315	18499
gene-PA14_08970	CP000438.1	764899	765438	+	540	37069
gene-PA14_08980	CP000438.1	765452	765757	+	306	19281
gene-PA14_08990	CP000438.1	765947	766339	+	393	21663
gene-PA14_09000	CP000438.1	766351	766884	+	534	47166
gene-PA14_09010	CP000438.1	766895	767245	+	351	24767
gene-PA14_09020	CP000438.1	767249	767749	+	501	43822
gene-PA14_09030	CP000438.1	767752	767928	+	177	20129
gene-PA14_09040	CP000438.1	767932	768366	+	435	39403
gene-PA14_09050	CP000438.1	768367	769695	+	1329	47275
gene-PA14_09070	CP000438.1	769724	769840	+	117	11821
gene-PA14_09080	CP000438.1	769971	770327	+	357	15320
gene-PA14_09090	CP000438.1	770346	770735	+	390	21548
gene-PA14_09100	CP000438.1	770752	771372	+	621	31335
gene-PA14_09115	CP000438.1	771395	772396	+	1002	46467
gene-PA14_09130	CP000438.1	772440	772829	+	390	13676
gene-PA14_09150	CP000438.1	773110	774558	+	1449	72401
gene-PA14_09160	CP000438.1	774689	775153	+	465	7847
gene-PA14_09180	CP000438.1	775225	778062	-	2838	5165
gene-PA14_09195	CP000438.1	778276	779664	+	1389	1355
gene-PA14_09200	CP000438.1	779681	780178	+	498	4981
gene-PA14_09210	CP000438.1	780267	781697	-	1431	16368
gene-PA14_09220	CP000438.1	781694	781999	-	306	4355
gene-PA14_09230	CP000438.1	781999	782754	-	756	4493
gene-PA14_09240	CP000438.1	782751	784394	-	1644	13482
gene-PA14_09260	CP000438.1	784624	785514	+	891	2770
gene-PA14_09270	CP000438.1	785708	790024	+	4317	39981
gene-PA14_09280	CP000438.1	790021	795450	+	5430	40740
gene-PA14_09290	CP000438.1	795447	796496	+	1050	9851
gene-PA14_09300	CP000438.1	796493	798205	+	1713	9757
gene-PA14_09320	CP000438.1	798202	799926	+	1725	9388
gene-PA14_09340	CP000438.1	800018	802180	+	2163	22149
gene-PA14_09350	CP000438.1	802180	802461	+	282	2489
gene-PA14_09370	CP000438.1	802793	803968	+	1176	3887
gene-PA14_09380	CP000438.1	803961	805205	+	1245	8929
gene-PA14_09400	CP000438.1	805310	806518	-	1209	37318
gene-PA14_09410	CP000438.1	806856	807503	-	648	18385
gene-PA14_09420	CP000438.1	807526	808362	-	837	26932
gene-PA14_09440	CP000438.1	808376	810259	-	1884	69549
gene-PA14_09450	CP000438.1	810256	810879	-	624	31076
gene-PA14_09460	CP000438.1	810876	812093	-	1218	27479
gene-PA14_09470	CP000438.1	812129	812617	-	489	13599
gene-PA14_09480	CP000438.1	812647	813135	-	489	2381
gene-PA14_09490	CP000438.1	813831	814835	+	1005	8670
gene-PA14_09500	CP000438.1	814846	816309	-	1464	5751
gene-PA14_09520	CP000438.1	816306	819395	-	3090	18072
gene-PA14_09530	CP000438.1	819408	820520	-	1113	9801
gene-PA14_09540	CP000438.1	820528	820974	-	447	7904
gene-PA14_09550	CP000438.1	821625	822791	-	1167	2273
gene-PA14_09570	CP000438.1	822871	823725	-	855	159
gene-PA14_09580	CP000438.1	823833	824888	+	1056	1747
gene-PA14_09600	CP000438.1	824984	826024	+	1041	3650
gene-PA14_09610	CP000438.1	826064	826930	-	867	645
gene-PA14_09630	CP000438.1	827138	828919	-	1782	1868
gene-PA14_09660	CP000438.1	829037	830659	-	1623	418
gene-PA14_09680	CP000438.1	830905	833181	+	2277	610
gene-PA14_09690	CP000438.1	833184	833828	+	645	436
gene-PA14_09700	CP000438.1	833833	835038	-	1206	6058
gene-PA14_09710	CP000438.1	835206	836696	-	1491	210
gene-PA14_09730	CP000438.1	836689	837600	-	912	148
gene-PA14_09740	CP000438.1	837665	838993	-	1329	43
gene-PA14_09750	CP000438.1	839129	840448	-	1320	284
gene-PA14_09760	CP000438.1	840542	841270	-	729	361
gene-PA14_09770	CP000438.1	841579	842601	+	1023	722
gene-PA14_09780	CP000438.1	842627	843094	+	468	480
gene-PA14_09790	CP000438.1	843098	843736	-	639	817
gene-PA14_09810	CP000438.1	843764	844483	-	720	237
gene-PA14_09820	CP000438.1	844784	846427	+	1644	13654
gene-PA14_09850	CP000438.1	846470	847765	-	1296	47
gene-PA14_09870	CP000438.1	848003	848746	-	744	181
gene-PA14_09880	CP000438.1	848846	849247	-	402	565
gene-PA14_09890	CP000438.1	849390	849671	+	282	6453
gene-PA14_09900	CP000438.1	849992	851380	-	1389	49371
gene-PA14_09910	CP000438.1	851913	852836	-	924	224
gene-PA14_09920	CP000438.1	852977	853375	+	399	53
gene-PA14_09930	CP000438.1	853407	854207	-	801	668
gene-PA14_09940	CP000438.1	854230	854793	-	564	706
gene-PA14_09950	CP000438.1	854929	855861	-	933	158
gene-PA14_09960	CP000438.1	855942	856370	+	429	218
gene-PA14_09970	CP000438.1	856435	858843	-	2409	76
gene-PA14_09980	CP000438.1	859186	860004	+	819	37
gene-PA14_09990	CP000438.1	860054	860512	-	459	145
gene-PA14_10010	CP000438.1	860644	862134	+	1491	551
gene-PA14_10020	CP000438.1	862150	862476	-	327	722
gene-PA14_10040	CP000438.1	862538	864247	-	1710	3704
gene-PA14_10050	CP000438.1	864434	864931	-	498	97
gene-PA14_10070	CP000438.1	864945	865931	-	987	210
gene-PA14_10080	CP000438.1	865944	866321	-	378	68
gene-PA14_10090	CP000438.1	866440	867351	+	912	356
gene-PA14_10110	CP000438.1	867362	868546	-	1185	104
gene-PA14_10120	CP000438.1	868642	869571	-	930	298
gene-PA14_10130	CP000438.1	869711	870427	+	717	584
gene-PA14_10140	CP000438.1	870437	871468	-	1032	24
gene-PA14_10160	CP000438.1	871465	872487	-	1023	15
gene-PA14_10170	CP000438.1	872518	873423	-	906	87
gene-PA14_10180	CP000438.1	873549	874346	+	798	43
gene-PA14_10190	CP000438.1	874353	875141	-	789	549
gene-PA14_10200	CP000438.1	875397	877481	+	2085	81
gene-PA14_10210	CP000438.1	877549	878856	+	1308	80
gene-PA14_10220	CP000438.1	879293	879961	+	669	160
gene-PA14_10230	CP000438.1	880045	881136	-	1092	79
gene-PA14_10240	CP000438.1	881150	882262	-	1113	67
gene-PA14_10250	CP000438.1	882259	883278	-	1020	33
gene-PA14_10260	CP000438.1	883311	884285	-	975	18
gene-PA14_10270	CP000438.1	884308	885348	-	1041	2
gene-PA14_10280	CP000438.1	885345	886145	-	801	8
gene-PA14_10290	CP000438.1	886477	888354	+	1878	901
gene-PA14_10300	CP000438.1	888559	889170	+	612	151
gene-PA14_10320	CP000438.1	889157	890047	-	891	798
gene-PA14_10330	CP000438.1	890143	891558	-	1416	436
gene-PA14_10340	CP000438.1	891558	893717	-	2160	961
gene-PA14_10350	CP000438.1	893727	894983	-	1257	1289
gene-PA14_10360	CP000438.1	895080	895379	-	300	16053
gene-PA14_10370	CP000438.1	895688	897481	-	1794	4954
gene-PA14_10380	CP000438.1	897613	897912	-	300	7509
gene-PA14_10400	CP000438.1	898045	898251	-	207	1
gene-PA14_10410	CP000438.1	898269	898562	-	294	0
gene-PA14_10420	CP000438.1	898671	899909	+	1239	209
gene-PA14_10440	CP000438.1	899938	901194	-	1257	73
gene-PA14_10470	CP000438.1	901559	902767	+	1209	116
gene-PA14_10480	CP000438.1	902853	903275	+	423	731
gene-PA14_10490	CP000438.1	903291	903533	-	243	5093
gene-PA14_10500	CP000438.1	903617	905044	-	1428	34852
gene-PA14_10530	CP000438.1	905308	906723	-	1416	29940
gene-PA14_10540	CP000438.1	906821	908542	-	1722	32817
gene-PA14_10550	CP000438.1	908648	910321	+	1674	28399
gene-PA14_10560	CP000438.1	910318	910806	+	489	11736
gene-PA14_10570	CP000438.1	910888	911694	-	807	110
gene-PA14_10590	CP000438.1	911707	912510	-	804	44
gene-PA14_10600	CP000438.1	912528	913832	-	1305	90
gene-PA14_10610	CP000438.1	913925	914317	-	393	60
gene-PA14_10620	CP000438.1	914328	915251	-	924	227
gene-PA14_10630	CP000438.1	915383	916843	-	1461	167
gene-PA14_10640	CP000438.1	916840	917619	-	780	76
gene-PA14_10650	CP000438.1	917630	918289	-	660	31
gene-PA14_10660	CP000438.1	918509	919420	+	912	58
gene-PA14_10670	CP000438.1	919472	920275	+	804	463
gene-PA14_10680	CP000438.1	920399	920968	-	570	1021
gene-PA14_10700	CP000438.1	921046	923232	-	2187	10235
gene-PA14_10710	CP000438.1	923260	923847	-	588	3548
gene-PA14_10730	CP000438.1	923965	925350	-	1386	7820
gene-PA14_10740	CP000438.1	925770	926279	+	510	654
gene-PA14_10750	CP000438.1	926433	927623	+	1191	292
gene-PA14_10770	CP000438.1	927751	932004	+	4254	4307
gene-PA14_10780	CP000438.1	932168	932566	-	399	334
gene-PA14_10790	CP000438.1	932631	933824	-	1194	704
gene-PA14_10800	CP000438.1	933973	934863	+	891	578
