# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "./references/genomic.gtf" "./results/bowtie2/wt_1_dark_T1.bam" "--minOverlap" "30" "-s" "2" "-p" "-t" "gene" "-o" "./results/featureCounts_30/wt_1_dark_T1.txt" 
Geneid	Chr	Start	End	Strand	Length	./results/bowtie2/wt_1_dark_T1.bam
PA14_06350	CP000438.1	562082	562402	-	321	289
PA14_06360	CP000438.1	562444	563169	-	726	792
PA14_06390	CP000438.1	563308	563601	-	294	1632
PA14_06400	CP000438.1	563655	564581	-	927	727
PA14_06420	CP000438.1	564699	565457	+	759	183
PA14_06430	CP000438.1	565534	565782	+	249	65
PA14_06450	CP000438.1	565793	567169	+	1377	488
PA14_06460	CP000438.1	567171	568049	+	879	553
PA14_06480	CP000438.1	568039	569016	+	978	575
PA14_06500	CP000438.1	569617	570675	+	1059	4794
PA14_06510	CP000438.1	570781	571986	+	1206	1478
PA14_06530	CP000438.1	571979	572701	+	723	1914
PA14_06540	CP000438.1	572694	573518	+	825	1138
PA14_06570	CP000438.1	573522	574208	+	687	764
PA14_06580	CP000438.1	574317	574547	+	231	7897
PA14_06600	CP000438.1	574888	576693	+	1806	52563
PA14_06620	CP000438.1	576906	578702	+	1797	963
PA14_06640	CP000438.1	578977	580755	+	1779	8095
PA14_06650	CP000438.1	581088	582569	-	1482	1256
PA14_06660	CP000438.1	582560	583399	-	840	1048
PA14_06670	CP000438.1	583410	584573	-	1164	1281
PA14_06680	CP000438.1	584567	585082	-	516	677
PA14_06690	CP000438.1	585057	585500	-	444	460
PA14_06700	CP000438.1	585493	586017	-	525	538
PA14_06710	CP000438.1	586014	586466	-	453	791
PA14_06720	CP000438.1	586475	587653	-	1179	2898
PA14_06730	CP000438.1	587650	588009	-	360	851
PA14_06740	CP000438.1	588006	588320	-	315	1767
PA14_06750	CP000438.1	588371	590077	-	1707	19571
PA14_06770	CP000438.1	590293	591075	+	783	2171
PA14_06790	CP000438.1	591110	591637	+	528	308
PA14_06800	CP000438.1	591645	591902	+	258	92
PA14_06810	CP000438.1	591992	592432	+	441	141
PA14_06830	CP000438.1	592432	593829	+	1398	716
PA14_06840	CP000438.1	593831	595669	+	1839	305
PA14_06860	CP000438.1	595676	595870	-	195	2060
PA14_06870	CP000438.1	595954	596637	-	684	22102
PA14_06875	CP000438.1	596840	596963	+	124	155
PA14_06880	CP000438.1	596990	597868	-	879	865
PA14_06890	CP000438.1	597970	598671	+	702	4945
PA14_06900	CP000438.1	598668	598904	+	237	488
PA14_06920	CP000438.1	598897	600078	+	1182	2013
PA14_06930	CP000438.1	600078	600794	+	717	764
PA14_06940	CP000438.1	600869	601375	-	507	1081
PA14_06950	CP000438.1	601418	602908	+	1491	1327
PA14_06960	CP000438.1	603247	604536	+	1290	5724
PA14_06970	CP000438.1	604554	605108	+	555	1170
PA14_06980	CP000438.1	605219	606244	-	1026	11173
PA14_06990	CP000438.1	606248	606856	-	609	11446
PA14_07000	CP000438.1	606944	607453	-	510	999
PA14_07010	CP000438.1	607682	608512	+	831	316
PA14_07020	CP000438.1	608582	608968	+	387	1022
PA14_07030	CP000438.1	609082	609540	+	459	2204
PA14_07040	CP000438.1	609732	610151	-	420	13703
PA14_07050	CP000438.1	610401	611369	+	969	814
PA14_07060	CP000438.1	611373	612116	-	744	788
PA14_07070	CP000438.1	612321	613625	+	1305	2709
PA14_07090	CP000438.1	613682	614872	-	1191	60441
PA14_07110	CP000438.1	614888	615889	-	1002	8007
PA14_07130	CP000438.1	616135	618132	+	1998	40161
PA14_07140	CP000438.1	618132	619196	+	1065	4758
PA14_07150	CP000438.1	619177	619974	-	798	789
PA14_07170	CP000438.1	620189	621250	+	1062	2198
PA14_07190	CP000438.1	621256	622419	+	1164	12674
PA14_07200	CP000438.1	622492	622692	+	201	2556
PA14_07210	CP000438.1	622852	623193	+	342	3354
PA14_07230	CP000438.1	623313	624377	+	1065	24531
PA14_07240	CP000438.1	624443	624925	+	483	1523
PA14_07250	CP000438.1	624927	625583	-	657	245
PA14_07260	CP000438.1	625582	626349	+	768	3221
PA14_07280	CP000438.1	626346	627524	-	1179	665
PA14_07290	CP000438.1	627637	628125	+	489	841
PA14_07300	CP000438.1	628151	629305	+	1155	1894
PA14_07310	CP000438.1	629307	629981	-	675	1676
PA14_07330	CP000438.1	630110	630463	-	354	1531
PA14_07340	CP000438.1	630641	631552	-	912	621
PA14_07355	CP000438.1	631670	632008	+	339	2442
PA14_07360	CP000438.1	631998	632513	-	516	762
PA14_07370	CP000438.1	632701	632859	+	159	2371
PA14_07380	CP000438.1	632869	633327	-	459	1819
PA14_07400	CP000438.1	633343	633813	-	471	737
PA14_07410	CP000438.1	633827	634174	-	348	386
PA14_07420	CP000438.1	634164	634778	-	615	1351
PA14_07430	CP000438.1	634969	637740	-	2772	44564
PA14_07440	CP000438.1	638309	638644	-	336	117
PA14_07450	CP000438.1	638737	639858	-	1122	1127
PA14_07460	CP000438.1	640117	640278	-	162	242
PA14_07470	CP000438.1	640410	640483	-	74	280
PA14_07480	CP000438.1	640581	642266	-	1686	42575
PA14_07500	CP000438.1	643347	647084	-	3738	3776
PA14_07520	CP000438.1	647191	649044	-	1854	41298
PA14_07530	CP000438.1	649124	651118	-	1995	4130
PA14_07550	CP000438.1	651201	651650	-	450	1990
PA14_07560	CP000438.1	651720	651935	-	216	3039
PA14_07570	CP000438.1	652136	653161	+	1026	2422
PA14_07580	CP000438.1	653240	653809	-	570	1143
PA14_07590	CP000438.1	653893	654246	+	354	709
PA14_07600	CP000438.1	654237	654779	+	543	1225
PA14_07620	CP000438.1	654752	655984	-	1233	2417
PA14_07630	CP000438.1	656028	656534	-	507	858
PA14_07650	CP000438.1	656629	658182	-	1554	22212
PA14_07660	CP000438.1	658179	659450	-	1272	13712
PA14_07680	CP000438.1	659551	661473	-	1923	61199
PA14_07690	CP000438.1	661752	662084	-	333	1014
PA14_07700	CP000438.1	662128	662979	-	852	5320
PA14_07710	CP000438.1	662979	663359	-	381	2413
PA14_07730	CP000438.1	663396	664202	-	807	2056
PA14_07740	CP000438.1	664318	665304	-	987	6082
PA14_07760	CP000438.1	665301	666593	-	1293	20939
PA14_07770	CP000438.1	666574	669348	-	2775	41161
PA14_07780	CP000438.1	669475	670491	+	1017	3814
PA14_07790	CP000438.1	670488	671162	+	675	1234
PA14_07800	CP000438.1	671164	671922	+	759	2323
PA14_07810	CP000438.1	671923	672984	-	1062	2576
PA14_07820	CP000438.1	673136	675529	+	2394	2567
PA14_07840	CP000438.1	675575	676207	+	633	1259
PA14_07850	CP000438.1	676336	677370	+	1035	2043
PA14_07860	CP000438.1	677604	678713	+	1110	2445
PA14_07870	CP000438.1	678769	679815	+	1047	5089
PA14_07890	CP000438.1	679930	681177	+	1248	1651
PA14_07900	CP000438.1	681283	682113	+	831	1137
PA14_07910	CP000438.1	682237	682911	+	675	2890
PA14_07930	CP000438.1	682911	683729	+	819	3970
PA14_07940	CP000438.1	683802	685280	+	1479	5510
PA14_07950	CP000438.1	685467	685781	-	315	590
PA14_07960	CP000438.1	685881	686651	-	771	1237
PA14_07970	CP000438.1	687109	687309	+	201	137
PA14_07980	CP000438.1	687357	687716	+	360	306
PA14_07990	CP000438.1	688080	688529	+	450	270
PA14_08000	CP000438.1	688551	689066	+	516	1404
PA14_08010	CP000438.1	689063	689620	+	558	877
PA14_08020	CP000438.1	689773	690099	+	327	919
PA14_08030	CP000438.1	690096	690983	+	888	2220
PA14_08040	CP000438.1	690976	691509	+	534	1571
PA14_08050	CP000438.1	691511	693586	+	2076	6443
PA14_08060	CP000438.1	693583	694041	+	459	911
PA14_08070	CP000438.1	694084	695244	+	1161	5358
PA14_08090	CP000438.1	695257	695760	+	504	2275
PA14_08100	CP000438.1	695775	696119	+	345	1359
PA14_08110	CP000438.1	696088	696198	+	111	65
PA14_08120	CP000438.1	696289	698526	+	2238	7934
PA14_08130	CP000438.1	698536	699408	+	873	2200
PA14_08140	CP000438.1	699383	699589	+	207	223
PA14_08150	CP000438.1	699647	700636	+	990	2258
PA14_08160	CP000438.1	700669	701298	+	630	692
PA14_08180	CP000438.1	701295	701657	+	363	548
PA14_08190	CP000438.1	701654	701911	+	258	262
PA14_08200	CP000438.1	701926	702213	+	288	261
PA14_08210	CP000438.1	702227	702721	+	495	1958
PA14_08220	CP000438.1	702733	703080	+	348	1076
PA14_08230	CP000438.1	703110	703364	+	255	860
PA14_08240	CP000438.1	703411	705246	+	1836	3595
PA14_08250	CP000438.1	705239	705580	+	342	784
PA14_08260	CP000438.1	705588	706283	+	696	1103
PA14_08270	CP000438.1	706286	707056	+	771	1543
PA14_08280	CP000438.1	707111	707713	+	603	1445
PA14_08300	CP000438.1	707772	711431	+	3660	5409
PA14_08310	CP000438.1	712461	713513	+	1053	3889
PA14_08320	CP000438.1	713513	713815	+	303	3199
PA14_08330	CP000438.1	713812	714042	+	231	677
PA14_08340	CP000438.1	714461	715066	+	606	2307
PA14_08350	CP000438.1	715068	716117	+	1050	2282
PA14_08360	CP000438.1	716114	716950	+	837	2371
PA14_08370	CP000438.1	717012	717656	-	645	16254
PA14_08380	CP000438.1	717928	718350	+	423	2505
PA14_08390	CP000438.1	718670	719464	+	795	3300
PA14_08400	CP000438.1	719519	720166	-	648	8949
PA14_08420	CP000438.1	720266	720604	-	339	2944
PA14_08430	CP000438.1	720683	722164	+	1482	2350
PA14_08440	CP000438.1	722204	723004	-	801	2984
PA14_08450	CP000438.1	723065	724147	-	1083	8377
PA14_08460	CP000438.1	724269	725237	-	969	8499
PA14_08470	CP000438.1	725254	725676	-	423	2441
PA14_08480	CP000438.1	725967	727001	+	1035	4439
PA14_08490	CP000438.1	727001	727720	+	720	2378
PA14_08500	CP000438.1	727721	728143	+	423	1855
PA14_08510	CP000438.1	728221	728571	+	351	2326
PA14_08520	CP000438.1	728625	729716	-	1092	7150
PA14_08540	CP000438.1	729719	731062	-	1344	14672
PA14_08560	CP000438.1	731347	732546	+	1200	6442
PA14_08570	CP000438.1	733095	734620	+	1526	12781
PA14_08580	CP000438.1	734686	734759	+	74	2310
PA14_08590	CP000438.1	734791	734863	+	73	689
PA14_08600	CP000438.1	735093	737983	+	2891	53434
PA14_08610	CP000438.1	738120	738251	+	132	212
PA14_08620	CP000438.1	738405	739343	+	939	4236
PA14_08630	CP000438.1	739340	740086	+	747	2404
PA14_08640	CP000438.1	740095	740799	+	705	2972
PA14_08650	CP000438.1	740947	741028	+	82	1064
PA14_08660	CP000438.1	741058	741128	+	71	1006
PA14_08670	CP000438.1	741151	741223	+	73	589
PA14_08680	CP000438.1	741311	742504	+	1194	149474
PA14_08690	CP000438.1	742560	742632	+	73	1084
PA14_08695	CP000438.1	742681	743049	+	369	5142
PA14_08710	CP000438.1	743059	743592	+	534	19297
PA14_08720	CP000438.1	743709	744140	+	432	40453
PA14_08730	CP000438.1	744140	744835	+	696	65475
PA14_08740	CP000438.1	745034	745534	+	501	41985
PA14_08750	CP000438.1	745613	745981	+	369	43884
PA14_08760	CP000438.1	746203	750276	+	4074	265601
PA14_08780	CP000438.1	750342	754541	+	4200	336002
PA14_08790	CP000438.1	754693	755064	+	372	26004
PA14_08810	CP000438.1	755164	755634	+	471	49086
PA14_08820	CP000438.1	755665	757785	+	2121	287732
PA14_08830	CP000438.1	757816	759009	+	1194	244208
PA14_08840	CP000438.1	759165	759476	+	312	9156
PA14_08850	CP000438.1	759559	760194	+	636	54198
PA14_08860	CP000438.1	760208	760810	+	603	53521
PA14_08870	CP000438.1	760807	761106	+	300	18705
PA14_08880	CP000438.1	761118	761939	+	822	73693
PA14_08890	CP000438.1	761956	762231	+	276	44978
PA14_08900	CP000438.1	762244	762576	+	333	49591
PA14_08910	CP000438.1	762589	763275	+	687	82023
PA14_08920	CP000438.1	763287	763700	+	414	88852
PA14_08930	CP000438.1	763700	763891	+	192	20962
PA14_08940	CP000438.1	763894	764160	+	267	17360
PA14_08950	CP000438.1	764184	764552	+	369	73854
PA14_08960	CP000438.1	764565	764879	+	315	21956
PA14_08970	CP000438.1	764899	765438	+	540	66840
PA14_08980	CP000438.1	765452	765757	+	306	36264
PA14_08990	CP000438.1	765947	766339	+	393	22518
PA14_09000	CP000438.1	766351	766884	+	534	61665
PA14_09010	CP000438.1	766895	767245	+	351	30727
PA14_09020	CP000438.1	767249	767749	+	501	67043
PA14_09030	CP000438.1	767752	767928	+	177	15630
PA14_09040	CP000438.1	767932	768366	+	435	52392
PA14_09050	CP000438.1	768367	769695	+	1329	60775
PA14_09070	CP000438.1	769724	769840	+	117	10652
PA14_09080	CP000438.1	769971	770327	+	357	17675
PA14_09090	CP000438.1	770346	770735	+	390	29840
PA14_09100	CP000438.1	770752	771372	+	621	45013
PA14_09115	CP000438.1	771395	772396	+	1002	77657
PA14_09130	CP000438.1	772440	772829	+	390	24206
PA14_09150	CP000438.1	773110	774558	+	1449	128905
PA14_09160	CP000438.1	774689	775153	+	465	15182
PA14_09180	CP000438.1	775225	778062	-	2838	10305
PA14_09195	CP000438.1	778276	779664	+	1389	2043
PA14_09200	CP000438.1	779681	780178	+	498	8032
PA14_09210	CP000438.1	780267	781697	-	1431	22105
PA14_09220	CP000438.1	781694	781999	-	306	3381
PA14_09230	CP000438.1	781999	782754	-	756	4538
PA14_09240	CP000438.1	782751	784394	-	1644	17446
PA14_09260	CP000438.1	784624	785514	+	891	3714
PA14_09270	CP000438.1	785708	790024	+	4317	56831
PA14_09280	CP000438.1	790021	795450	+	5430	65516
PA14_09290	CP000438.1	795447	796496	+	1050	11992
PA14_09300	CP000438.1	796493	798205	+	1713	12774
PA14_09320	CP000438.1	798202	799926	+	1725	11495
PA14_09340	CP000438.1	800018	802180	+	2163	19369
PA14_09350	CP000438.1	802180	802461	+	282	1445
PA14_09370	CP000438.1	802793	803968	+	1176	2216
PA14_09380	CP000438.1	803961	805205	+	1245	8258
PA14_09400	CP000438.1	805310	806518	-	1209	105935
PA14_09410	CP000438.1	806856	807503	-	648	39612
PA14_09420	CP000438.1	807526	808362	-	837	49756
PA14_09440	CP000438.1	808376	810259	-	1884	117911
PA14_09450	CP000438.1	810256	810879	-	624	51416
PA14_09460	CP000438.1	810876	812093	-	1218	55546
PA14_09470	CP000438.1	812129	812617	-	489	26602
PA14_09480	CP000438.1	812647	813135	-	489	3774
PA14_09490	CP000438.1	813831	814835	+	1005	17957
PA14_09500	CP000438.1	814846	816309	-	1464	7952
PA14_09520	CP000438.1	816306	819395	-	3090	24846
PA14_09530	CP000438.1	819408	820520	-	1113	13505
PA14_09540	CP000438.1	820528	820974	-	447	13003
PA14_09550	CP000438.1	821625	822791	-	1167	4602
PA14_09570	CP000438.1	822871	823725	-	855	341
PA14_09580	CP000438.1	823833	824888	+	1056	3195
PA14_09600	CP000438.1	824984	826024	+	1041	6224
PA14_09610	CP000438.1	826064	826930	-	867	1091
PA14_09630	CP000438.1	827138	828919	-	1782	3190
PA14_09660	CP000438.1	829037	830659	-	1623	644
PA14_09680	CP000438.1	830905	833181	+	2277	1013
PA14_09690	CP000438.1	833184	833828	+	645	523
PA14_09700	CP000438.1	833833	835038	-	1206	10801
PA14_09710	CP000438.1	835206	836696	-	1491	422
PA14_09730	CP000438.1	836689	837600	-	912	340
PA14_09740	CP000438.1	837665	838993	-	1329	110
PA14_09750	CP000438.1	839129	840448	-	1320	515
PA14_09760	CP000438.1	840542	841270	-	729	538
PA14_09770	CP000438.1	841579	842601	+	1023	1414
PA14_09780	CP000438.1	842627	843094	+	468	631
PA14_09790	CP000438.1	843098	843736	-	639	1349
PA14_09810	CP000438.1	843764	844483	-	720	525
PA14_09820	CP000438.1	844784	846427	+	1644	20275
PA14_09850	CP000438.1	846470	847765	-	1296	52
PA14_09870	CP000438.1	848003	848746	-	744	275
PA14_09880	CP000438.1	848846	849247	-	402	429
PA14_09890	CP000438.1	849390	849671	+	282	10937
PA14_09900	CP000438.1	849992	851380	-	1389	86686
PA14_09910	CP000438.1	851913	852836	-	924	459
PA14_09920	CP000438.1	852977	853375	+	399	89
PA14_09930	CP000438.1	853407	854207	-	801	500
PA14_09940	CP000438.1	854230	854793	-	564	623
PA14_09950	CP000438.1	854929	855861	-	933	317
PA14_09960	CP000438.1	855942	856370	+	429	288
PA14_09970	CP000438.1	856435	858843	-	2409	251
PA14_09980	CP000438.1	859186	860004	+	819	48
PA14_09990	CP000438.1	860054	860512	-	459	166
PA14_10010	CP000438.1	860644	862134	+	1491	1054
PA14_10020	CP000438.1	862150	862476	-	327	1381
PA14_10040	CP000438.1	862538	864247	-	1710	8273
PA14_10050	CP000438.1	864434	864931	-	498	110
PA14_10070	CP000438.1	864945	865931	-	987	295
PA14_10080	CP000438.1	865944	866321	-	378	126
PA14_10090	CP000438.1	866440	867351	+	912	618
PA14_10110	CP000438.1	867362	868546	-	1185	125
PA14_10120	CP000438.1	868642	869571	-	930	468
PA14_10130	CP000438.1	869711	870427	+	717	1103
PA14_10140	CP000438.1	870437	871468	-	1032	45
PA14_10160	CP000438.1	871465	872487	-	1023	38
PA14_10170	CP000438.1	872518	873423	-	906	298
PA14_10180	CP000438.1	873549	874346	+	798	173
PA14_10190	CP000438.1	874353	875141	-	789	1183
PA14_10200	CP000438.1	875397	877481	+	2085	188
PA14_10210	CP000438.1	877549	878856	+	1308	196
PA14_10220	CP000438.1	879293	879961	+	669	556
PA14_10230	CP000438.1	880045	881136	-	1092	89
PA14_10240	CP000438.1	881150	882262	-	1113	174
PA14_10250	CP000438.1	882259	883278	-	1020	43
PA14_10260	CP000438.1	883311	884285	-	975	20
PA14_10270	CP000438.1	884308	885348	-	1041	12
PA14_10280	CP000438.1	885345	886145	-	801	32
PA14_10290	CP000438.1	886477	888354	+	1878	1987
PA14_10300	CP000438.1	888559	889170	+	612	213
PA14_10320	CP000438.1	889157	890047	-	891	1487
PA14_10330	CP000438.1	890143	891558	-	1416	933
PA14_10340	CP000438.1	891558	893717	-	2160	1611
PA14_10350	CP000438.1	893727	894983	-	1257	1934
PA14_10360	CP000438.1	895080	895379	-	300	24227
PA14_10370	CP000438.1	895688	897481	-	1794	4899
PA14_10380	CP000438.1	897613	897912	-	300	6793
PA14_10400	CP000438.1	898045	898251	-	207	2
PA14_10410	CP000438.1	898269	898562	-	294	0
PA14_10420	CP000438.1	898671	899909	+	1239	531
PA14_10440	CP000438.1	899938	901194	-	1257	144
PA14_10470	CP000438.1	901559	902767	+	1209	223
PA14_10480	CP000438.1	902853	903275	+	423	1117
PA14_10490	CP000438.1	903291	903533	-	243	6154
PA14_10500	CP000438.1	903617	905044	-	1428	55105
PA14_10530	CP000438.1	905308	906723	-	1416	45619
PA14_10540	CP000438.1	906821	908542	-	1722	53927
PA14_10550	CP000438.1	908648	910321	+	1674	56637
PA14_10560	CP000438.1	910318	910806	+	489	18036
PA14_10570	CP000438.1	910888	911694	-	807	194
PA14_10590	CP000438.1	911707	912510	-	804	78
PA14_10600	CP000438.1	912528	913832	-	1305	102
PA14_10610	CP000438.1	913925	914317	-	393	68
PA14_10620	CP000438.1	914328	915251	-	924	307
PA14_10630	CP000438.1	915383	916843	-	1461	274
PA14_10640	CP000438.1	916840	917619	-	780	42
PA14_10650	CP000438.1	917630	918289	-	660	58
PA14_10660	CP000438.1	918509	919420	+	912	131
PA14_10670	CP000438.1	919472	920275	+	804	820
PA14_10680	CP000438.1	920399	920968	-	570	1610
PA14_10700	CP000438.1	921046	923232	-	2187	15185
PA14_10710	CP000438.1	923260	923847	-	588	5140
PA14_10730	CP000438.1	923965	925350	-	1386	14357
PA14_10740	CP000438.1	925770	926279	+	510	1406
PA14_10750	CP000438.1	926433	927623	+	1191	466
PA14_10770	CP000438.1	927751	932004	+	4254	7117
PA14_10780	CP000438.1	932168	932566	-	399	841
PA14_10790	CP000438.1	932631	933824	-	1194	1459
PA14_10800	CP000438.1	933973	934863	+	891	733
PA14_10820	CP000438.1	935422	936666	-	1245	2769
PA14_10830	CP000438.1	936949	937824	-	876	1145
PA14_10840	CP000438.1	937983	938735	+	753	970
PA14_10850	CP000438.1	938752	940431	-	1680	410
PA14_10870	CP000438.1	940586	941890	-	1305	83
PA14_10890	CP000438.1	941975	942700	-	726	18
PA14_10900	CP000438.1	942715	943773	-	1059	17
PA14_10910	CP000438.1	943770	945029	-	1260	211
PA14_10920	CP000438.1	945100	945633	-	534	23
PA14_10940	CP000438.1	945954	946913	+	960	696
PA14_10950	CP000438.1	946961	947377	+	417	180
PA14_10960	CP000438.1	947387	948499	-	1113	121
PA14_10970	CP000438.1	948528	949493	-	966	54
PA14_10980	CP000438.1	949604	950458	+	855	458
PA14_10990	CP000438.1	950502	951014	-	513	49
PA14_11000	CP000438.1	951044	952606	-	1563	354
PA14_11010	CP000438.1	952772	953062	-	291	912
PA14_11020	CP000438.1	953365	954126	-	762	20
PA14_11030	CP000438.1	954123	955508	-	1386	64
PA14_11050	CP000438.1	955517	956341	-	825	53
PA14_11060	CP000438.1	956812	957381	+	570	250
PA14_11070	CP000438.1	957412	958158	+	747	74
PA14_11080	CP000438.1	958480	961014	+	2535	163
PA14_11090	CP000438.1	961011	961751	+	741	30
PA14_11100	CP000438.1	961839	964895	+	3057	617
PA14_11110	CP000438.1	964995	966140	+	1146	169
PA14_11120	CP000438.1	966785	967429	+	645	516
PA14_11130	CP000438.1	967444	968133	-	690	3089
PA14_11140	CP000438.1	968223	971198	-	2976	2527
PA14_11150	CP000438.1	971409	971615	-	207	216
PA14_11160	CP000438.1	971612	971986	-	375	192
PA14_11170	CP000438.1	972093	972929	+	837	3649
PA14_11180	CP000438.1	972926	973594	-	669	485
PA14_11190	CP000438.1	973823	975310	+	1488	310
PA14_11210	CP000438.1	975501	976991	+	1491	98
PA14_11230	CP000438.1	976966	977544	+	579	47
PA14_11240	CP000438.1	977705	978655	+	951	301
PA14_11250	CP000438.1	978924	979808	+	885	2549
PA14_11260	CP000438.1	979801	980730	+	930	3645
PA14_11270	CP000438.1	981171	981869	-	699	99178
PA14_11280	CP000438.1	982017	982535	-	519	1398
PA14_11290	CP000438.1	982553	983818	-	1266	1801
PA14_11310	CP000438.1	983821	984525	-	705	933
PA14_11320	CP000438.1	984614	985204	-	591	1767
PA14_11330	CP000438.1	985337	985681	+	345	431
PA14_11340	CP000438.1	985718	986587	-	870	6282
PA14_11350	CP000438.1	986659	987321	-	663	1089
PA14_11370	CP000438.1	987318	987788	-	471	1042
PA14_11380	CP000438.1	987974	988438	+	465	1542
PA14_11400	CP000438.1	988435	989556	+	1122	5003
PA14_11410	CP000438.1	989984	990643	+	660	1690
PA14_11420	CP000438.1	990670	991767	+	1098	4497
PA14_11430	CP000438.1	991885	992361	+	477	4657
PA14_11450	CP000438.1	992358	992837	+	480	4522
PA14_11460	CP000438.1	992856	993824	+	969	2020
PA14_11470	CP000438.1	993817	994332	+	516	1402
PA14_11480	CP000438.1	994341	995087	+	747	1818
PA14_11490	CP000438.1	995090	995734	+	645	1741
PA14_11510	CP000438.1	995865	996482	+	618	2939
PA14_11520	CP000438.1	996479	996898	+	420	1023
PA14_11530	CP000438.1	996898	997695	+	798	1115
PA14_11550	CP000438.1	997819	999702	-	1884	7037
PA14_11560	CP000438.1	999811	1000698	-	888	2245
PA14_11570	CP000438.1	1000695	1000937	-	243	611
PA14_11580	CP000438.1	1001095	1002264	+	1170	1550
PA14_11590	CP000438.1	1002496	1003503	-	1008	68
PA14_11600	CP000438.1	1003505	1005307	-	1803	90
PA14_11610	CP000438.1	1005317	1006051	-	735	22
PA14_11620	CP000438.1	1006048	1006974	-	927	112
PA14_11630	CP000438.1	1007379	1009679	-	2301	3426
PA14_11650	CP000438.1	1009698	1010699	-	1002	3009
PA14_11660	CP000438.1	1010865	1011554	-	690	7545
PA14_11670	CP000438.1	1011901	1012170	-	270	3250
PA14_11680	CP000438.1	1012365	1013081	+	717	1412
PA14_11690	CP000438.1	1013172	1013699	-	528	10253
PA14_11700	CP000438.1	1013779	1014609	-	831	1241
PA14_11720	CP000438.1	1014612	1015277	-	666	2111
PA14_11730	CP000438.1	1015471	1017054	+	1584	305
PA14_11740	CP000438.1	1016947	1017840	-	894	2535
PA14_11750	CP000438.1	1017890	1018351	-	462	2943
PA14_11760	CP000438.1	1018515	1019336	-	822	2109
PA14_11770	CP000438.1	1019347	1020741	-	1395	2402
PA14_11790	CP000438.1	1020800	1022248	-	1449	1407
PA14_11810	CP000438.1	1022458	1023978	-	1521	27637
PA14_11830	CP000438.1	1024317	1026248	+	1932	3298
PA14_11845	CP000438.1	1026406	1027761	+	1356	7600
PA14_11860	CP000438.1	1027770	1028399	+	630	2039
PA14_11880	CP000438.1	1028401	1028676	+	276	631
