,wt_light_mean_rpm,wt_dark_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_02290,13.046381645049271,20.636744185515674,-0.6615655995820712,3.5837269854505394,cds-ABJ15138.1,PA14_02290,putative transcriptional regulator%2C LysR family
gene-PA14_02300,7.930684033931414,8.197119763940032,-0.04767176457754637,0.11381211030791913,cds-ABJ15139.1,PA14_02300,putative short-chain dehydrogenase
gene-PA14_02310,7.7705749837173,8.130355422426506,-0.06529705871746314,0.10824143387525428,cds-ABJ15140.1,atsA,arylsulfatase
gene-PA14_02330,1.4100617661054746,1.527939922117372,-0.11582937938497256,0.12711001744081363,cds-ABJ15141.1,atsC,putative BC-type transporter%2C ATP-binding component
gene-PA14_02340,2.4904329448995735,4.387248779841156,-0.8169196980936329,1.3933424274205617,cds-ABJ15142.1,atsB,putative permease of ABC transporter
gene-PA14_02360,9.115980422612411,8.762742284770377,0.05701539050856122,0.22355245059781237,cds-ABJ15143.1,atsR,putative binding protein component of ABC transporter
gene-PA14_02370,0.6367663310357323,1.3819590441403105,-1.1178776704372508,1.6237886741437353,cds-ABJ15144.1,PA14_02370,putative outer membrane porin
gene-PA14_02380,3.172979070353868,5.244623039961989,-0.7250008963626999,1.8900870639159426,cds-ABJ15145.1,PA14_02380,putative membrane-associated phospholipid phosphatase
gene-PA14_02390,5.080406149492643,6.94707981888062,-0.451462759721693,1.527742205305017,cds-ABJ15146.1,PA14_02390,putative transcriptional regulator
gene-PA14_02410,1.5233158775518951,2.3381454111168702,-0.618149190151632,1.4412056691034134,cds-ABJ15147.1,PA14_02410,putative TonB-dependent receptor
gene-PA14_02420,3.044724442226878,3.2012066265657197,-0.07230411214231848,0.35193232878049496,cds-ABJ15148.1,atsK,putative alkylsulfatase
gene-PA14_02435,2.3254415907889876,2.202771378349614,0.07818490059484343,0.19573681761634074,cds-ABJ15642.1,PA14_02435,hypothetical protein
gene-PA14_02450,59.70394143491984,82.04957368964848,-0.458669655169058,2.2108986955907697,cds-ABJ15149.1,PA14_02450,putative NAD(P) transhydrogenase%2C subunit alpha part 1
gene-PA14_02460,20.399526546383843,20.629533298124528,-0.016175513709025077,0.0370777144377293,cds-ABJ15150.1,PA14_02460,putative NAD(P) transhydrogenase%2C subunit alpha part 2
gene-PA14_02470,62.55129525910407,66.98195542873604,-0.09873273344419752,0.6429615324875649,cds-ABJ15151.1,pntB,pyridine nucleotide transhydrogenase%2C beta subunit
gene-PA14_02490,0.7699540063763121,0.7909830223571,-0.03887441071961298,0.016213967238377355,cds-ABJ15152.1,tonB2,putative TonB protein
gene-PA14_02500,1.8487137692626252,3.1343641578121306,-0.7616506091931897,0.8225032611893692,cds-ABJ15153.1,exbB1,transport protein ExbB
gene-PA14_02510,1.29959838088244,2.148016677764128,-0.7249389021978959,0.7629115491231933,cds-ABJ15154.1,exbD1,transport protein ExbD
gene-PA14_02520,88.85426115085004,198.29218659033904,-1.1581149525928145,2.5959454653365643,cds-ABJ15155.1,PA14_02520,conserved hypothetical protein
gene-PA14_02530,39.28445219727075,79.96767565283562,-1.0254584933437223,1.5729085240965097,cds-ABJ15156.1,PA14_02530,putative esterase
gene-PA14_02550,9.869114156655662,39.0585318113235,-1.9846451096761395,2.1425562092983044,cds-ABJ15157.1,mdcA,malonate decarboxylase alpha subunit
gene-PA14_02560,1.4660847396653784,5.435604074182208,-1.890471158169811,2.3810757060087675,cds-ABJ15158.1,mdcB,putative Triphosphoribosyl-dephospho-CoA synthetase
gene-PA14_02570,0.7581544322052086,1.8244075781347144,-1.2668632956497607,2.475268272491722,cds-ABJ15159.1,mdcC,malonate decarboxylase delta subunit
gene-PA14_02580,4.573538994063605,7.850457761620859,-0.77946569619997,1.6906735423922234,cds-ABJ15160.1,mdcD,malonate decarboxylase beta subunit
gene-PA14_02590,4.684969072296628,6.73205763032033,-0.5230079087937417,1.002975861768573,cds-ABJ15161.1,mdcE,malonate decarboxylase gamma subunit
gene-PA14_02610,2.0063931566392195,3.2073501205291417,-0.6767772462559679,1.0225551604212417,cds-ABJ15162.1,mdcG,putative malonate decarboxylase
gene-PA14_02620,1.7754865676745386,3.5245081522448736,-0.9892070908107014,2.4827114335767124,cds-ABJ15163.1,mdcH,putative epsilon subunit of malonate decarboxylase
gene-PA14_02630,2.9268289029750876,4.100716798125959,-0.48653755942677573,1.109338754225876,cds-ABJ15164.1,mdcL,putative malonate carrier protein
gene-PA14_02640,11.906266887369197,8.539178957120066,0.4795518244266993,2.2688358855732607,cds-ABJ15165.1,mcdM,putative malonate transporter%2C MadM subunit
gene-PA14_02650,40.821533224424606,39.01853142260269,0.065170889336733,0.6777885545672155,cds-ABJ15166.1,PA14_02650,putative malonate utilization transcriptional regulator
gene-PA14_02660,36.50945114437608,29.97337799689181,0.2845882872622321,0.6605758154060781,cds-ABJ15167.1,PA14_02660,putative transcriptional regulator%2C LysR family
gene-PA14_02680,2.6368014749921778,3.0429132871065554,-0.2066641942916271,0.24958283789737842,cds-ABJ15168.1,aldH,putative aldehyde dehydrogenase
gene-PA14_02690,2.225366148452165,3.039731501272154,-0.4499009935861324,0.8638693883437625,cds-ABJ15169.1,PA14_02690,putative amino acid permease
gene-PA14_02700,4.223487014826791,5.010020555735449,-0.24638185328764936,0.45959589602367396,cds-ABJ15170.1,PA14_02700,putative aminotransferase%2C class III
gene-PA14_02720,2.209620017465085,1.4538503393386988,0.60391918834174,1.0733185697629206,cds-ABJ15171.1,PA14_02720,putative binding protein component of ABC transporter
gene-PA14_02730,5.002370867048212,4.418740604899469,0.1789767395679106,0.22657478463145395,cds-ABJ15172.1,PA14_02730,putative dihydrodipicolinate synthetase
gene-PA14_02740,5.046980407774561,5.541852453780009,-0.13494778919713807,0.2979399062755456,cds-ABJ15173.1,PA14_02740,putative aldolase
gene-PA14_02750,37.72117194997537,29.35027732881262,0.3620003531467403,3.919504978103765,cds-ABJ15174.1,PA14_02750,putative transcriptional regulator
gene-PA14_02760,25.88488067209163,27.234997996498645,-0.07335209080064371,0.08094259965665704,cds-ABJ15175.1,catI,putative CoA transferase%2C subunit A
gene-PA14_02770,19.103040454059354,19.446933568747358,-0.025740407823980443,0.0304364273288722,cds-ABJ15176.1,pcaJ,putative CoA transferase%2C subunit B
gene-PA14_02790,34.365173676265,31.139313492957854,0.14221010750129642,0.20853400991885424,cds-ABJ15177.1,pcaF,beta-ketoadipyl CoA thiolase PcaF
gene-PA14_02810,104.28363032980087,33.499389915290095,1.6383059558280855,3.018431570691719,cds-ABJ15178.1,pcaT,dicarboxylic acid transporter PcaT
gene-PA14_02830,72.98925020792551,48.67212132161432,0.5845883365681086,1.8359513197162765,cds-ABJ15179.1,pcaB,3-carboxy-cis%2Ccis-muconate cycloisomerase
gene-PA14_02840,86.00244480170535,63.15574071152617,0.44546378832075717,2.2617667871798885,cds-ABJ15180.1,pcaD,beta-ketoadipate enol-lactone hydrolase
gene-PA14_02850,65.06425248916855,34.87379016626958,0.8997219300875925,2.5685634222748353,cds-ABJ15181.1,pcaC,gamma-carboxymuconolactone decarboxylase
gene-PA14_02870,71.23497959151184,67.73179101984312,0.07275269734470317,0.3786175230290901,cds-ABJ15182.1,PA14_02870,putative transcriptional regulator
gene-PA14_02890,2.6405701364913647,4.100251306947513,-0.6348626788710675,0.9693858986475952,cds-ABJ15183.1,PA14_02890,conserved hypothetical protein
gene-PA14_02900,5.824673205912993,3.2064742844296164,0.8611890689414919,1.0451897662418244,cds-ABJ15184.1,pcaK,4-hydroxybenzoate transporter PcaK
gene-PA14_02910,52.672956261101604,51.93413938865614,0.020379212988815152,0.08006452388818118,cds-ABJ15185.1,PA14_02910,putative transcriptional regulator%2C IclR family
gene-PA14_02930,8.936315394719875,7.679270546840442,0.21871080202997503,1.6059813130192233,cds-ABJ15186.1,PA14_02930,putative oxidoreductase
gene-PA14_02960,3.943814398158174,4.6408283172370295,-0.23479061424401731,0.49923772408826667,cds-ABJ15187.1,PA14_02960,conserved hypothetical protein
gene-PA14_02970,10.129830736928293,7.5701271412380775,0.4202205835838155,0.5944372327533821,cds-ABJ15188.1,PA14_02970,putative permease
gene-PA14_02980,0.6238573920282497,0.8410549860277516,-0.4309832421328047,0.6679262044553289,cds-ABJ15189.1,PA14_02980,putative outer membrane porin
gene-PA14_02990,2.8009660270512176,2.5109441919928748,0.15769446142200508,0.3059040238873839,cds-ABJ15190.1,PA14_02990,putative MFS transporter
gene-PA14_03000,2.366477381852615,2.832872456868321,-0.2595244151136555,0.6711129553873147,cds-ABJ15191.1,PA14_03000,putative 4-hydroxyphenylpyruvate dioxygenase
gene-PA14_03010,39.07587029629599,29.56875232802321,0.4022046239617335,1.7739634720454176,cds-ABJ15192.1,PA14_03010,putative transcriptional regulator%2C TetR family
gene-PA14_03020,0.9122557923581759,1.1494104984175293,-0.3333834918554779,0.29680258706763735,cds-ABJ15193.1,aroE,putative shikimate 5-dehydrogenase
gene-PA14_03030,1.894311986029014,2.897077866704725,-0.61292423933216,2.2275306381302067,cds-ABJ15194.1,aroQ2,3-dehydroquinate dehydratase
gene-PA14_03040,42.35381298086097,41.211888778623326,0.03943127059200945,0.16641752464529946,cds-ABJ15195.1,PA14_03040,putative MFS transporter
gene-PA14_03050,12.173959942631441,10.271792095713941,0.2451105945183139,0.8727346161077912,cds-ABJ15196.1,pobA,p-hydroxybenzoate hydroxylase
gene-PA14_03070,23.217921656226054,23.814362595305457,-0.036593097451590235,0.16953062787520237,cds-ABJ15197.1,pobR,putative transcriptional regulator
gene-PA14_03080,16.921689773028913,24.928586229150795,-0.5589273973793241,3.0365280978797196,cds-ABJ15198.1,PA14_03080,putative acetyltransferase
gene-PA14_03090,89.63975756023181,96.42465259705352,-0.10526329497980483,0.3232873961882886,cds-ABJ15199.1,PA14_03090,putative CBS domain
gene-PA14_03100,2.252370301487638,4.368897533689662,-0.9558249239912617,1.3965110249317503,cds-ABJ15200.1,PA14_03100,hypothetical protein
gene-PA14_03110,1.3015826039434808,1.9605486763481974,-0.5909902123207192,0.45786169969147217,cds-ABJ15201.1,PA14_03110,hypothetical protein
gene-PA14_03120,10.47392408528023,11.520161404848713,-0.1373588640928376,0.8770819004833278,cds-ABJ15202.1,PA14_03120,putative transcriptional regulator
gene-PA14_03130,38.193412164064625,33.59522264067966,0.18506771829485807,1.0945636778046566,cds-ABJ15203.1,PA14_03130,putative 3-polyprenyl-4-hydroxybenzoate decarboxylase
gene-PA14_03150,61.66538278183132,62.86644499515442,-0.02782935465492972,0.12386330802012004,cds-ABJ15204.1,PA14_03150,putative membrane protein
gene-PA14_03160,81.2101174103022,128.52721396323216,-0.6623424778845913,3.0643702887551716,cds-ABJ15205.1,PA14_03160,hypothetical protein
gene-PA14_03163,193.93513067327274,167.0906194093271,0.21494342338729117,1.8898626033415888,cds-ABJ15668.1,PA14_03163,hypothetical protein
gene-PA14_03166,36.37510805403231,31.392585412577244,0.21252767682316684,0.5530558576047475,cds-ABJ15667.1,PA14_03166,hypothetical protein
gene-PA14_03170,55.30462637588018,55.05767948245229,0.006456364677081097,0.015507762844094884,cds-ABJ15206.1,PA14_03170,conserved hypothetical protein
gene-PA14_03180,111.08783128268048,118.77283711050332,-0.09650414368909029,0.3117544977443665,cds-ABJ15207.1,PA14_03180,conserved hypothetical protein
gene-PA14_03190,251.17068661428073,359.5820974012932,-0.5176530917037712,2.5666920453658513,cds-ABJ15208.1,PA14_03190,conserved hypothetical protein
gene-PA14_03200,243.6068419034187,355.30988516301596,-0.5445231718055082,2.1122223350069094,cds-ABJ15209.1,PA14_03200,hypothetical protein
gene-PA14_03210,32.68769823684831,50.2574467311866,-0.6205895724639815,3.1967359073914854,cds-ABJ15210.1,PA14_03210,hypothetical protein
gene-PA14_03220,258.5424955326372,380.0213683637582,-0.555679111190536,2.5300818142740535,cds-ABJ15211.1,PA14_03220,hypothetical protein
gene-PA14_03240,312.57566112209014,616.5379509689561,-0.979984253648937,3.268052397717773,cds-ABJ15212.1,hcpC,Secreted protein Hcp
gene-PA14_03250,72.58651310302254,63.731894167323674,0.18768597164843526,0.8707997833309079,cds-ABJ15213.1,PA14_03250,hypothetical protein
gene-PA14_03265,54.652537370603795,49.92929320021019,0.1304019913962553,0.73008616386037,cds-ABJ15670.1,PA14_03265,hypothetical protein
gene-PA14_03270,271.73919586101823,255.13271066737965,0.09097479630296883,0.4168406051882639,cds-ABJ15214.1,PA14_03270,conserved hypothetical protein
gene-PA14_03285,52.9820129204474,46.65170003750018,0.1835729972831707,0.627077049984086,cds-ABJ15669.1,PA14_03285,conserved hypothetical protein
gene-PA14_03290,118.55356148199161,68.7394077968561,0.7863296669911732,2.2388075987643017,cds-ABJ15215.1,PA14_03290,conserved hypothetical protein
gene-PA14_03300,132.76957954680196,97.7084342843802,0.4423696197351203,1.1211471336621128,cds-ABJ15216.1,PA14_03300,conserved hypothetical protein
gene-PA14_03310,17.74939258191381,17.637636337274458,0.009112418403371441,0.020994199607773035,cds-ABJ15217.1,PA14_03310,hypothetical protein
gene-PA14_03320,135.82426838144468,103.65241125506823,0.38998759452390486,0.9330928685152526,cds-ABJ15218.1,PA14_03320,hypothetical protein
gene-PA14_03330,50.11256260624771,39.26376271527451,0.3519738713227032,0.5706026425459326,cds-ABJ15219.1,PA14_03330,hypothetical protein
gene-PA14_03340,41.9381821349118,35.14024433365298,0.2551400980136765,0.33280315332033156,cds-ABJ15220.1,PA14_03340,hypothetical protein
gene-PA14_03350,342.34430373830315,224.9291568473759,0.6059773202523052,1.273699156632472,cds-ABJ15221.1,PA14_03350,hypothetical protein
gene-PA14_03360,178.17643918791632,148.31142343106146,0.2646768527167588,0.8199225180396009,cds-ABJ15222.1,PA14_03360,conserved hypothetical protein
gene-PA14_03370,100.85354256341215,104.78707564878219,-0.05519902580718858,0.06689986795030416,cds-ABJ15223.1,PA14_03370,conserved hypothetical protein
gene-PA14_03380,72.89149089178265,72.23891566156334,0.01297417133698861,0.03582479428961765,cds-ABJ15224.1,PA14_03380,hypothetical protein
gene-PA14_03390,2.5512944437437395,2.6791796657246603,-0.07056189502212212,0.07931918901040333,cds-ABJ15225.1,PA14_03390,hypothetical protein
gene-PA14_03400,0.528993282128945,0.6788624961121995,-0.3598693785044339,0.20716667326213026,cds-ABJ15226.1,PA14_03400,hypothetical protein
gene-PA14_03410,0.06501420976242232,0.10888848533690616,-0.7440154244635053,0.4072787018181966,,,
gene-PA14_03420,0.8066816757365212,0.7012170477647582,0.2021381430585977,0.22499151304434026,cds-ABJ15227.1,PA14_03420,hypothetical protein
gene-PA14_03430,1093.597085199548,954.9469527085743,0.1955888038110339,1.511925449956628,cds-ABJ15228.1,gabD,succinate-semialdehyde dehydrogenase%2C NADP-dependent activity
gene-PA14_03450,1433.8825351982862,1602.395129292078,-0.16030309873534068,1.6686700178877367,cds-ABJ15229.1,gabT,4-aminobutyrate aminotransferase
gene-PA14_03470,120.1585205512958,123.60952426331353,-0.04085095365668232,0.3420443820261523,cds-ABJ15230.1,PA14_03470,putative response regulator
gene-PA14_03480,11.721057220937192,17.17433429666929,-0.5511514352874937,2.733971152453915,cds-ABJ15231.1,PA14_03480,putative transcriptional regulator%2C GntR family
gene-PA14_03490,60.46842034045829,77.83618619613718,-0.36425912664031784,0.9319688715189275,cds-ABJ15232.1,PA14_03490,putative decarboxylase
gene-PA14_03510,68.40814635390933,81.68861031302878,-0.2559667986838125,0.9004806152229001,cds-ABJ15233.1,PA14_03510,conserved hypothetical protein
gene-PA14_03520,27.8413145613015,30.46319821679891,-0.12984007703968822,0.3611793471987242,cds-ABJ15234.1,PA14_03520,conserved hypothetical protein
gene-PA14_03530,25.408314035604292,28.189099787867132,-0.1498367521066244,0.3664064755717723,cds-ABJ15235.1,PA14_03530,Probable transcriptional regulator
gene-PA14_03550,1.6308961065406955,2.174542973475679,-0.41504711662505095,0.7643121366382994,cds-ABJ15236.1,cynX,putative MFS transporter
gene-PA14_03560,8.355173063223779,6.463705963626135,0.37030808987389074,2.0723551851984117,cds-ABJ15237.1,PA14_03560,hypothetical protein
gene-PA14_03580,23.136336605343484,27.88760264149019,-0.26946346068852695,1.403103640534839,cds-ABJ15238.1,PA14_03580,putative putative transcriptional regulator
gene-PA14_03590,3.720961112673089,9.249704763670426,-1.3137317714363972,4.513443435425647,cds-ABJ15239.1,PA14_03590,putative membrane protein
gene-PA14_03610,8.857004094388088,19.046811861618767,-1.1046587547440239,2.5232138348697144,cds-ABJ15240.1,ycaL,putative putative Zn-dependent protease with chaperone function
gene-PA14_03620,3.6324876455269024,4.2632948514442575,-0.23101088596238806,0.8603910851572562,cds-ABJ15241.1,PA14_03620,putative membrane protein
gene-PA14_03630,12.234213038795303,15.838513777432517,-0.3725156344710749,2.1386827521254825,cds-ABJ15242.1,PA14_03630,putative transcriptional regulator%2C ArsR family
gene-PA14_03650,26.93793581243467,44.45045551607574,-0.7225588773664079,0.32821380029697805,cds-ABJ15243.1,cysA,sulfate transport protein CysA
gene-PA14_03670,16.650091974250206,22.30621613261017,-0.42191563703911755,0.1642185886405813,cds-ABJ15244.1,cysW,sulfate transport protein CysW
gene-PA14_03680,24.230114843591085,28.189190431204207,-0.2183407943991452,0.07745142849177035,cds-ABJ15245.1,cysT,sulfate transport protein CysT
gene-PA14_03700,44.76122842305381,38.284188838834766,0.22550093459063075,0.09913309450384082,cds-ABJ15246.1,sbp,sulfate-binding protein precursor
gene-PA14_03710,11.964590500178199,7.790004892340687,0.6190748155914667,0.2984063013094317,cds-ABJ15247.1,PA14_03710,conserved hypothetical protein
gene-PA14_03720,66.89550853414714,64.90716052640825,0.04353170430148631,0.17832680656640312,cds-ABJ15248.1,PA14_03720,putative sensory box/GGDEF domain/EAL domain protein
gene-PA14_03730,645.428161248498,684.2236518369792,-0.08421144836096145,0.5763378750522625,cds-ABJ15249.1,PA14_03730,putative fatty acid desaturase
gene-PA14_03760,5.556307670469035,8.011863064006691,-0.5280111950773344,1.4092084088928016,cds-ABJ15250.1,PA14_03760,putative sodium:solute symporter
